"matrix_id","chapter_bibliography","bib_key","bib_file","bib_start_line","bib_end_line","raw_entry","resolved_identifier","identity_status","metadata_title","metadata_first_author_family","metadata_year","metadata_container","identity_manual_review_flags","citation_occurrence_count","citation_source_files","citation_source_lines","citation_contexts","support_statuses","claim_assessment_state","claim_assessment_ids","claim_assessment_severities","claim_assessment_findings","required_corrections"
"REF-054","Ch2","msmr_origin2017","Claude/docs/v1.0.23/_sections/ch2v22_bib.tex","17","17","Mark Verbrugge, Daniel Baker, Brian Koch, Xingcheng Xiao, and Wentian Gu, ``Thermodynamic Model for Substitutional Materials: Application to Lithiated Graphite, Spinel Manganese Oxide, Iron Phosphate, and Layered Nickel-Manganese-Cobalt Oxide,'' \emph{J. Electrochem. Soc.} \textbf{164}(11), E3243--E3253 (2017). DOI: 10.1149/2.0341708jes. [MSMR 열역학 원전 --- 제목에 MSMR 없음$\cdot$byline 이니셜 없음(출판 표기).]","10.1149/2.0341708jes","DOI_METADATA_RETRIEVED","Thermodynamic Model for Substitutional Materials: Application to Lithiated Graphite, Spinel Manganese Oxide, Iron Phosphate, and Layered Nickel-Manganese-Cobalt Oxide","Verbrugge","2017","Journal of The Electrochemical Society","","4","_sections/ch1_sec11_lcointro.tex || _sections/ch1_sec17_msmr.tex","168 || 25 || 32 || 8","_sections/ch1_sec11_lcointro.tex:168 :: MSMR 모델\cite{msmr_origin2017,msmr2024}은 양극 조성을 전위의 전이별 logistic 합으로 적는 표준 || _sections/ch1_sec17_msmr.tex:25 :: logistic 점유식은 Verbrugge 등\cite{msmr_origin2017} 이 삽입 전극 OCV 를 치환 격자 열역학의 종별 || _sections/ch1_sec17_msmr.tex:32 :: 본문(식~\eqref{eq:msmr},~\eqref{eq:lco-msmrmap}) & MSMR\cite{msmr_origin2017,bakerverbrugge2018} 대응량 \\ || _sections/ch1_sec17_msmr.tex:8 :: 등이 흑연$\cdot$스피넬$\cdot$인산철$\cdot$층상 산화물에 한 틀로 세웠고\cite{msmr_origin2017}, Baker--Verbrugge","contradicts || supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-052 || SRC-EX-053","High || Info","directness=DIRECT; transferability=BOUNDED_TRANSFER; claim_strength=SUPPORTED; evidence=https://doi.org/10.1149/2.0341708jes; official open article text, Eq. 10 and applications || directness=MISATTRIBUTED; transferability=UNJUSTIFIED_TRANSFER; claim_strength=CONTRADICTED; evidence=https://doi.org/10.1149/2.0341708jes; official open article text, equilibrium equation and definitions","Delete f=+sigma_d as a source-derived identity. Write w=omega RT/F for the equilibrium isotherm, and label any sign reversal, hysteresis branch, or direction slot as an independent chapter convention/model extension. || NONE"
"REF-055","Ch2","bakerverbrugge2018","Claude/docs/v1.0.23/_sections/ch2v22_bib.tex","18","18","D. R. Baker and M. W. Verbrugge, ``Multi-Species, Multi-Reaction Model for Porous Intercalation Electrodes: Part I. Model Formulation and a Perturbation Solution for Low-Scan-Rate, Linear-Sweep Voltammetry,'' \emph{J. Electrochem. Soc.} \textbf{165}(16), A3952--A3964 (2018). DOI: 10.1149/2.0771816jes. [``Multi-Species, Multi-Reaction'' 명명 원전.]","10.1149/2.0771816jes","DOI_METADATA_RETRIEVED","Multi-Species, Multi-Reaction Model for Porous Intercalation Electrodes: Part I. Model Formulation and a Perturbation Solution for Low-Scan-Rate, Linear-Sweep Voltammetry of a Spinel Lithium Manganese Oxide Electrode","Baker","2018","Journal of The Electrochemical Society","","3","_sections/ch1_sec17_msmr.tex","26 || 32 || 9","_sections/ch1_sec17_msmr.tex:26 :: Nernst-형 점유 합으로 닫아 세운 표준 파라미터화이고, Baker--Verbrugge\cite{bakerverbrugge2018} 의 다공 || _sections/ch1_sec17_msmr.tex:32 :: 본문(식~\eqref{eq:msmr},~\eqref{eq:lco-msmrmap}) & MSMR\cite{msmr_origin2017,bakerverbrugge2018} 대응량 \\ || _sections/ch1_sec17_msmr.tex:9 :: 의 다공 전극 정식화가 이를 multi-species, multi-reaction(MSMR) 모델로 명명했으며\cite{bakerverbrugge2018},","partially supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-045","Low","directness=DIRECT; transferability=NOT_APPLICABLE; claim_strength=BACKGROUND_ONLY; evidence=https://doi.org/10.1149/2.0771816jes; publisher abstract/metadata","NONE"
"REF-056","Ch2","msmr2024","Claude/docs/v1.0.23/_sections/ch2v22_bib.tex","19","19","A. Paul, K. Wolfe, M. W. Verbrugge, B. J. Koch, J. S. Lowe, J. Trembly, J. A. Staser, and T. R. Garrick, ``Quantifying the Temperature Dependence of the Multi-Species, Multi-Reaction Model. Part~1: Parameterization for a Meso-Carbon Micro-Bead Graphite,'' \emph{ECS Advances} \textbf{3}, 042501 (2024). DOI: 10.1149/2754-2734/ad7d1c. [Part~II: \emph{J. Electrochem. Soc.} \textbf{171}(10), 103505 (2024), DOI: 10.1149/1945-7111/ad70d9.]","10.1149/2754-2734/ad7d1c","DOI_METADATA_RETRIEVED","Quantifying the Temperature Dependence of the Multi-Species, Multi-Reaction Model. Part 1: Parameterization for a Meso-Carbon Micro-Bead Graphite","Paul","2024","ECS Advances","","2","_sections/ch1_sec11_lcointro.tex || _sections/ch1_sec17_msmr.tex","10 || 168","_sections/ch1_sec11_lcointro.tex:168 :: MSMR 모델\cite{msmr_origin2017,msmr2024}은 양극 조성을 전위의 전이별 logistic 합으로 적는 표준 || _sections/ch1_sec17_msmr.tex:10 :: 엔트로피$\cdot$온도 의존 파라미터화가 뒤따랐다\cite{msmr2024}.","partially supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-054","Medium","directness=PARTIAL; transferability=BOUNDED_TRANSFER; claim_strength=UNDERQUALIFIED; evidence=https://doi.org/10.1149/2754-2734/ad7d1c; publisher metadata and abstract","Identify this as a graphite temperature-parameterization precedent only; do not present it as validation of the LCO electronic-entropy gate or LCO parameter values."
"REF-057","Ch2","ml2024","Claude/docs/v1.0.23/_sections/ch2v22_bib.tex","20","20","M. Faghih Shojaei, J. Holber, S. Das, G. H. Teichert, T. Mueller, L. Hung, V. Gavini, and K. Garikipati, ``Bridging scales with Machine Learning: From first principles statistical mechanics to continuum phase field computations to study order--disorder transitions in Li$_x$CoO$_2$,'' \emph{J. Mech. Phys. Solids} \textbf{190}, 105726 (2024). DOI: 10.1016/j.jmps.2024.105726; arXiv:2302.08991.","10.1016/j.jmps.2024.105726","DOI_METADATA_RETRIEVED","Bridging scales with Machine Learning: From first principles statistical mechanics to continuum phase field computations to study order–disorder transitions in LixCoO2","Shojaei","2024","Journal of the Mechanics and Physics of Solids","","3","_sections/ch1_sec13_lcohys.tex || _sections/ch1_sec15_lcoelec.tex","114 || 158 || 292","_sections/ch1_sec13_lcohys.tex:114 :: 재확인한다\cite{ml2024}. 이들은 1차 전이의 2상 공존을 전이 || _sections/ch1_sec13_lcohys.tex:158 :: 안정화하는 조성$\cdot$온도 창에 대응한다(통계역학--연속체 스케일 브리징\cite{ml2024} 이 같은 전이를 연속 || _sections/ch1_sec15_lcoelec.tex:292 :: 재현하지 못해(가장 정밀한 config 전용 스케일브리징 계산\cite{ml2024}도 order--disorder 소관이지 전자","insufficient || supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-049 || SRC-EX-050","High || Info","directness=DIRECT; transferability=SAME_SYSTEM; claim_strength=SUPPORTED; evidence=https://arxiv.org/pdf/2302.08991; full manuscript, methods and limitations || directness=INDIRECT; transferability=UNJUSTIFIED_TRANSFER; claim_strength=OVERSTATED; evidence=https://arxiv.org/pdf/2302.08991; full manuscript, scope and exclusions","NONE || Replace the exclusionary claim with: this configurational model addresses the x about 1/2 order-disorder transition and does not evaluate the MIT electronic-entropy contribution."
"REF-058","Ch3","wen_huggins1981","Claude/docs/v1.0.23/_sections/ch3v22_bib.tex","6","6","C. J. Wen and R. A. Huggins, ``Chemical diffusion in intermediate phases in the lithium-silicon system,'' \emph{J. Solid State Chem.} \textbf{37}(3), 271--278 (1981). DOI: 10.1016/0022-4596(81)90487-4. [고온 평형 Li--Si 중간상 titration 원전.]","10.1016/0022-4596(81)90487-4","DOI_METADATA_RETRIEVED","Chemical diffusion in intermediate phases in the lithium-silicon system","Wen","1981","Journal of Solid State Chemistry","","3","_sections/ch3v22_sec01_map.tex || _sections/ch3v22_sec02_cases.tex","17 || 39 || 48","_sections/ch3v22_sec01_map.tex:39 :: 보이나\cite{wen_huggins1981}, 호스트 격자가 재구성된다 --- 이산 staging 전제(N2$\cdot$N5)를 압박. || _sections/ch3v22_sec02_cases.tex:17 :: $^a$이론 용량 $\sim$4200 mAh/g(만충 조성\cite{wen_huggins1981}, A)는 1차 가역 $\sim$1000 || _sections/ch3v22_sec02_cases.tex:48 :: 초기 비가역 손실 $25$--$30\%$\cite{limthongkul2003} --- 만충 조성 이론 $\sim$4200 mAh/g\cite{wen_huggins1981}","partially supports || supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-098 || SRC-EX-099","Medium","directness=DIRECT; transferability=SAME_SYSTEM; claim_strength=SUPPORTED; evidence=https://www.sciencedirect.com/science/article/abs/pii/0022459681904874; official abstract || directness=PARTIAL; transferability=UNJUSTIFIED_TRANSFER; claim_strength=UNDERQUALIFIED; evidence=https://www.sciencedirect.com/science/article/abs/pii/0022459681904874; official abstract","Keep the 415 C qualifier adjacent to the four-phase statement. || Label about 4200 mAh/g as the Li22Si5 high-temperature/equilibrium-composition convention. For room-temperature cycling use the Li15Si4 basis about 3579 mAh/g or explicitly justify a different terminal composition; do not compare theoretical and first-cycle practical capacities as commensurate without qualification."
"REF-059","Ch3","limthongkul2003","Claude/docs/v1.0.23/_sections/ch3v22_bib.tex","7","7","P. Limthongkul, Y.-I. Jang, N. J. Dudney, and Y.-M. Chiang, ``Electrochemically-driven solid-state amorphization in lithium-silicon alloys and implications for lithium storage,'' \emph{Acta Mater.} \textbf{51}(4), 1103 (2003). DOI: 10.1016/S1359-6454(02)00514-1.","10.1016/s1359-6454(02)00514-1","DOI_METADATA_RETRIEVED","Electrochemically-driven solid-state amorphization in lithium-silicon alloys and implications for lithium storage","Limthongkul","2003","Acta Materialia","","5","_sections/ch3v22_sec01_map.tex || _sections/ch3v22_sec02_cases.tex || _sections/ch3v22_sec03_blend.tex","18 || 211 || 41 || 48","_sections/ch3v22_sec01_map.tex:41 :: 입자 안 결정 코어/비정질 껍질의 날카로운 이동 경계로 진행한다\cite{limthongkul2003,li_dahn2007} --- || _sections/ch3v22_sec02_cases.tex:18 :: mAh/g\cite{limthongkul2003}(A)의 $\sim$4배 --- 초기 비가역$\cdot$조성 도달 한계 반영, 표는 1차 가역을 || _sections/ch3v22_sec02_cases.tex:41 :: 이동 경계로 진행한다\cite{limthongkul2003,li_dahn2007}. 깊은 리튬화 끝(약 $50$ || _sections/ch3v22_sec02_cases.tex:48 :: 초기 비가역 손실 $25$--$30\%$\cite{limthongkul2003} --- 만충 조성 이론 $\sim$4200 mAh/g\cite{wen_huggins1981} || _sections/ch3v22_sec03_blend.tex:211 :: ($q_\mathrm{Si}{=}1000$ mAh/g 원소 Si 1차 가역\cite{limthongkul2003}, tier-A$\cdot$$q_\mathrm{gr}{=}372$)로,","not retrieved || partially supports || supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-079 || SRC-EX-080 || SRC-EX-081","High || Info || Medium","directness=DIRECT; transferability=SAME_SYSTEM; claim_strength=SUPPORTED; evidence=https://www.osti.gov/etdeweb/biblio/20418185; official full record and abstract || directness=INSUFFICIENT; transferability=UNJUSTIFIED_TRANSFER; claim_strength=UNDERQUALIFIED; evidence=https://www.osti.gov/etdeweb/biblio/20418185; official abstract || directness=NOT_RETRIEVED; transferability=UNVERIFIED; claim_strength=NOT_VERIFIED; evidence=https://www.osti.gov/etdeweb/biblio/20418185; official abstract only","NONE || Retrieve the original tables/curves before retaining 1000 mAh/g and 25-30 percent as tier A. Do not partition the loss between SEI, amorphization, and incomplete lithiation without a source-resolved balance. || Use one declared and commensurate capacity basis for every si_case, preferably reversible delithiation capacity at the same cycle, rate, voltage window, and mass denominator; otherwise require q_Si explicitly and label each basis."
"REF-060","Ch3","li_dahn2007","Claude/docs/v1.0.23/_sections/ch3v22_bib.tex","8","8","J. Li and J. R. Dahn, ``An In Situ X-Ray Diffraction Study of the Reaction of Li with Crystalline Si,'' \emph{J. Electrochem. Soc.} \textbf{154}(3), A156--A161 (2007). DOI: 10.1149/1.2409862.","10.1149/1.2409862","DOI_METADATA_RETRIEVED","An In Situ X-Ray Diffraction Study of the Reaction of Li with Crystalline Si","Li","2007","Journal of The Electrochemical Society","","2","_sections/ch3v22_sec01_map.tex || _sections/ch3v22_sec02_cases.tex","41","_sections/ch3v22_sec01_map.tex:41 :: 입자 안 결정 코어/비정질 껍질의 날카로운 이동 경계로 진행한다\cite{limthongkul2003,li_dahn2007} --- || _sections/ch3v22_sec02_cases.tex:41 :: 이동 경계로 진행한다\cite{limthongkul2003,li_dahn2007}. 깊은 리튬화 끝(약 $50$","insufficient","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-078","High","directness=PARTIAL; transferability=SAME_SYSTEM; claim_strength=OVERSTATED; evidence=https://doi.org/10.1149/1.2409862; official bibliographic record","Use this source for crystalline-to-amorphous structural evolution only. Cite a spatially resolved TEM source for the sharp core-shell moving boundary."
"REF-061","Ch3","obrovac_christensen2004","Claude/docs/v1.0.23/_sections/ch3v22_bib.tex","9","9","M. N. Obrovac and L. Christensen, ``Structural Changes in Silicon Anodes during Lithium Insertion/Extraction,'' \emph{Electrochem. Solid-State Lett.} \textbf{7}(5), A93--A96 (2004). DOI: 10.1149/1.1652421. [Li$_{15}$Si$_4$ 준안정 결정화.]","10.1149/1.1652421","DOI_METADATA_RETRIEVED","Structural Changes in Silicon Anodes during Lithium Insertion/Extraction","Obrovac","2004","Electrochemical and Solid-State Letters","","2","_sections/ch3v22_sec01_map.tex || _sections/ch3v22_sec02_cases.tex","42 || 44","_sections/ch3v22_sec01_map.tex:44 :: 일어난다\cite{obrovac_christensen2004}(operando NMR 로 직접 추적\cite{ogata_nmr2014}) --- 진짜 이산 || _sections/ch3v22_sec02_cases.tex:42 :: mV)에서 준안정 Li$_{15}$Si$_4$ 가 결정화해 날카로운 dQ/dV 특징을 남기고\cite{obrovac_christensen2004},","supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-090","Info","directness=DIRECT; transferability=SAME_SYSTEM; claim_strength=SUPPORTED; evidence=https://doi.org/10.1149/1.1652421; detailed article summary and bibliographic record","NONE"
"REF-062","Ch3","chevrier_dahn2009","Claude/docs/v1.0.23/_sections/ch3v22_bib.tex","10","10","V. L. Chevrier and J. R. Dahn, ``First Principles Model of Amorphous Silicon Lithiation,'' \emph{J. Electrochem. Soc.} \textbf{156}(6), A454--A458 (2009). DOI: 10.1149/1.3111037. [비정질 경로의 경사 전위-조성 곡선.]","10.1149/1.3111037","DOI_METADATA_RETRIEVED","First Principles Model of Amorphous Silicon Lithiation","Chevrier","2009","Journal of The Electrochemical Society","","3","_sections/ch3v22_sec01_map.tex || _sections/ch3v22_sec02_cases.tex","44 || 47 || 80","_sections/ch3v22_sec01_map.tex:47 :: 제일원리가 이 곡선을 재현한다\cite{chevrier_dahn2009} --- 이산 중심 $U_j$ 부재(N2 재해석). || _sections/ch3v22_sec01_map.tex:80 :: N2 중심 & 재해석 & 이산 staging 중심 $U_j$ 부재(사실 iv) --- 유효 logistic 성분(MSMR-Si\cite{verbrugge_lisi2016}) 또는 연속 $U(x)$\cite{chevrier_dahn2009} 로 대체. $\partial U/\partial T{=}\Delta S_\rxn/F$(\S\ref{sec:center}) 관계 자체는 생존(엔트로피 계수 실측 \S\ref{sec:si-cases}). \\ || _sections/ch3v22_sec02_cases.tex:44 :: plateau 없는 완만한 경사 $U(x)$ 로, 제일원리 계산이 재현한다\cite{chevrier_dahn2009}.","partially supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-069","Medium","directness=PARTIAL; transferability=SAME_SYSTEM; claim_strength=UNDERQUALIFIED; evidence=https://doi.org/10.1149/1.3111037; official metadata/abstract; https://www.dal.ca/diff/dahn/research/Theoretical_Modelling_projects/Li_amorphous_Si.html","Describe the source as a DFT model of amorphous-Si lithiation centered between experimental branches; do not use it alone to prove that all post-first-cycle paths are plateau-free."
"REF-063","Ch3","beaulieu2001","Claude/docs/v1.0.23/_sections/ch3v22_bib.tex","11","11","L. Y. Beaulieu, K. W. Eberman, R. L. Turner, L. J. Krause, and J. R. Dahn, ``Colossal Reversible Volume Changes in Lithium Alloys,'' \emph{Electrochem. Solid-State Lett.} \textbf{4}(9), A137 (2001). DOI: 10.1149/1.1388178.","10.1149/1.1388178","DOI_METADATA_RETRIEVED","Colossal Reversible Volume Changes in Lithium Alloys","Beaulieu","2001","Electrochemical and Solid-State Letters","","2","_sections/ch3v22_sec01_map.tex || _sections/ch3v22_sec04_mech.tex","48 || 64","_sections/ch3v22_sec01_map.tex:48 :: \item \textbf{거대 부피 변화 $\sim300\%$.}\cite{beaulieu2001} 흑연($\sim10\%$)과 자릿수가 달라 --- || _sections/ch3v22_sec04_mech.tex:64 :: $\bar v_\mathrm{Li}$ 가 Si 의 $\sim300\%$ 만충 팽창을 부르는 부피이므로(tier A\cite{beaulieu2001}), 두","insufficient || supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-063 || SRC-EX-064","High || Low","directness=DIRECT; transferability=SAME_SYSTEM; claim_strength=SUPPORTED; evidence=https://doczz.net/doc/8896429/colossal-reversible-volume-changes-in-lithium-alloys; full article text, Table I and pp. A137-A140 || directness=INDIRECT; transferability=UNJUSTIFIED_TRANSFER; claim_strength=OVERSTATED; evidence=https://doczz.net/doc/8896429/colossal-reversible-volume-changes-in-lithium-alloys; full article text, pp. A137 and A140","Delete the claimed quantitative/natural consistency through one constant partial molar volume. Require a composition-dependent finite-strain chemo-mechanical source and a geometry-consistent stress conversion before making that comparison. || Use about 310 percent for the Li22Si5 calculation or retain about 300 percent as an explicitly rounded scale; distinguish calculated full-lithiation expansion from the SiSn-film microscopy."
"REF-064","Ch3","sethuraman_stressevo2010","Claude/docs/v1.0.23/_sections/ch3v22_bib.tex","12","12","V. A. Sethuraman, M. J. Chon, M. Shimshak, V. Srinivasan, and P. R. Guduru, ``In situ measurements of stress evolution in silicon thin films during electrochemical lithiation and delithiation,'' \emph{J. Power Sources} \textbf{195}(15), 5062--5066 (2010). DOI: 10.1016/j.jpowsour.2010.02.013. [소성 유동 $\sim-1.75$ GPa.]","10.1016/j.jpowsour.2010.02.013","DOI_METADATA_RETRIEVED","In situ measurements of stress evolution in silicon thin films during electrochemical lithiation and delithiation","Sethuraman","2010","Journal of Power Sources","","3","_sections/ch3v22_sec01_map.tex || _sections/ch3v22_sec02_cases.tex || _sections/ch3v22_sec04_mech.tex","51 || 52 || 76","_sections/ch3v22_sec01_map.tex:52 :: 보인다\cite{sethuraman_stressevo2010,sethuraman_stresspot2010} --- 히스테리시스의 지배 몫이 || _sections/ch3v22_sec02_cases.tex:51 :: GPa$\cdot$결합 $\sim100$--$120$ mV/GPa)이 직접 보인다\cite{sethuraman_stressevo2010,sethuraman_stresspot2010} || _sections/ch3v22_sec04_mech.tex:76 :: 보이고\cite{sethuraman_stressevo2010}, 소성은 경로 의존$\cdot$비가역 과정이라 $\sigma_\mathrm{h}$ 가","insufficient || supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-092 || SRC-EX-093","High || Low","directness=DIRECT; transferability=BOUNDED_TRANSFER; claim_strength=SUPPORTED; evidence=https://www.sciencedirect.com/science/article/pii/S0378775310002582; official abstract and full-text record; author copy indexed || directness=PARTIAL; transferability=UNJUSTIFIED_TRANSFER; claim_strength=OVERSTATED; evidence=https://www.sciencedirect.com/science/article/pii/S0378775310002582; official abstract/full-text record","Always label the stress as substrate-constrained equi-biaxial thin-film stress and the value as a protocol-specific plastic-flow onset. || Replace 'dominant mechanical share' with the source-bounded finding that plastic dissipation is comparable to polarization loss and stress contributes significantly to chemical potential in the measured constrained film."
"REF-065","Ch3","sethuraman_stresspot2010","Claude/docs/v1.0.23/_sections/ch3v22_bib.tex","13","13","V. A. Sethuraman, V. Srinivasan, A. F. Bower, and P. R. Guduru, ``In Situ Measurements of Stress-Potential Coupling in Lithiated Silicon,'' \emph{J. Electrochem. Soc.} \textbf{157}(11) (2010). DOI: 10.1149/1.3489378. [응력--전위 결합 $\sim100$--$120$ mV/GPa --- 쪽 범위는 사용 시 Crossref 최종 대조.]","10.1149/1.3489378","DOI_METADATA_RETRIEVED","In Situ Measurements of Stress-Potential Coupling in Lithiated Silicon","Sethuraman","2010","Journal of The Electrochemical Society","","3","_sections/ch3v22_sec01_map.tex || _sections/ch3v22_sec02_cases.tex || _sections/ch3v22_sec04_mech.tex","51 || 52 || 63","_sections/ch3v22_sec01_map.tex:52 :: 보인다\cite{sethuraman_stressevo2010,sethuraman_stresspot2010} --- 히스테리시스의 지배 몫이 || _sections/ch3v22_sec02_cases.tex:51 :: GPa$\cdot$결합 $\sim100$--$120$ mV/GPa)이 직접 보인다\cite{sethuraman_stressevo2010,sethuraman_stresspot2010} || _sections/ch3v22_sec04_mech.tex:63 :: 응력--전위 결합 $\sim100$--$120$ mV/GPa 그 자체다(tier A\cite{sethuraman_stresspot2010}). 같은","partially supports","CLAIM_LEVEL_OVERRIDE_RECORDED","EX-009","Critical","The experiment measures equi-biaxial film stress through substrate curvature. Under zero out-of-plane stress, sigma_h=2 sigma_b/3, so a slope with respect to sigma_b is not numerically identical to the coefficient with respect to hydrostatic stress. The source also states that large strain/high Li content violate the small-strain, low-solute assumptions used in the derivation.","Distinguish biaxial measured slope from hydrostatic constitutive coefficient, apply the 3/2 variable conversion when appropriate, and state the finite-strain/composition validity boundary."
"REF-066","Ch3","liu_sizefracture2012","Claude/docs/v1.0.23/_sections/ch3v22_bib.tex","14","14","X. H. Liu, L. Zhong, S. Huang, S. X. Mao, T. Zhu, and J. Y. Huang, ``Size-Dependent Fracture of Silicon Nanoparticles During Lithiation,'' \emph{ACS Nano} \textbf{6}(2), 1522--1531 (2012). DOI: 10.1021/nn204476h. [임계 $\sim150$ nm.]","10.1021/nn204476h","DOI_METADATA_RETRIEVED","Size-Dependent Fracture of Silicon Nanoparticles During Lithiation","Liu","2012","ACS Nano","","1","_sections/ch3v22_sec01_map.tex","55","_sections/ch3v22_sec01_map.tex:55 :: 없다\cite{liu_sizefracture2012} --- 마이크론 흑연에서 정량 배제됐던 입자-크기 채널이 Si 에선 역전(N7 재작성).","supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-082","Low","directness=DIRECT; transferability=SAME_SYSTEM; claim_strength=SUPPORTED; evidence=https://pubs.acs.org/doi/10.1021/nn204476h; abstract, methods summary, and supporting-information record","Add 'crystalline nanoparticles during first lithiation' wherever the 150 nm threshold is used; do not generalize it to amorphous Si, porous particles, or cycled composites."
"REF-067","Ch3","obrovac_chevrier2014","Claude/docs/v1.0.23/_sections/ch3v22_bib.tex","15","15","M. N. Obrovac and V. L. Chevrier, ``Alloy Negative Electrodes for Li-Ion Batteries,'' \emph{Chem. Rev.} \textbf{114}(23), 11444--11502 (2014). DOI: 10.1021/cr500207g. [합금 음극 총람 리뷰, tier B.]","10.1021/cr500207g","DOI_METADATA_RETRIEVED","Alloy Negative Electrodes for Li-Ion Batteries","Obrovac","2014","Chemical Reviews","","4","_sections/ch3v22_sec01_map.tex || _sections/ch3v22_sec02_cases.tex || _sections/ch3v22_sec03_blend.tex || _sections/ch3v22_sec04_mech.tex","19 || 219 || 60 || 7","_sections/ch3v22_sec01_map.tex:60 :: 총람은 합금 음극 리뷰\cite{obrovac_chevrier2014} 가, 기계 히스의 모델 계보는 소성$\cdot$SEI 점탄소성 || _sections/ch3v22_sec02_cases.tex:19 :: 대표값으로. $^b$원소 Si 평균 전위 $0.2$--$0.5$ V 는 리뷰 경유\cite{obrovac_chevrier2014}(B, 1차 정량 || _sections/ch3v22_sec03_blend.tex:219 :: $0.2$--$0.5$ V\cite{obrovac_chevrier2014}(tier-B) 안의 \textbf{tier-C 시연값}이며(신뢰값 아님, 피팅 || _sections/ch3v22_sec04_mech.tex:7 :: Si 실측 갈림은 수백 mV 이고\cite{obrovac_chevrier2014}, in~situ 측정이 보이는 것은 자유에너지","partially supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-089","Low","directness=INDIRECT; transferability=BOUNDED_TRANSFER; claim_strength=BACKGROUND_ONLY; evidence=https://doi.org/10.1021/cr500207g; review metadata and abstract","Keep all numerical uses tier B and identify whether they refer to crystalline Si, amorphous Si, equilibrium phases, or practical electrodes."
"REF-068","Ch3","verbrugge_lisi2016","Claude/docs/v1.0.23/_sections/ch3v22_bib.tex","16","16","M. W. Verbrugge, D. R. Baker, and X. Xiao, ``Formulation for the Treatment of Multiple Electrochemical Reactions and Associated Speciation for the Lithium-Silicon Electrode,'' \emph{J. Electrochem. Soc.} \textbf{163}(2), A262--A271 (2016). DOI: 10.1149/2.0581602jes. [다반응$\cdot$speciation --- 전하 보존 구조의 Si 실증(MSMR 계보).]","10.1149/2.0581602jes","DOI_METADATA_RETRIEVED","Formulation for the Treatment of Multiple Electrochemical Reactions and Associated Speciation for the Lithium-Silicon Electrode","Verbrugge","2016","Journal of The Electrochemical Society","","3","_sections/ch3v22_sec01_map.tex","102 || 58 || 80","_sections/ch3v22_sec01_map.tex:102 :: 있고\cite{verbrugge_lisi2016}, 이는 본문 MSMR 대응(\S\ref{sec:lco-code-msmr})과 같은 저자 계보의 Si 판이다. || _sections/ch3v22_sec01_map.tex:58 :: 있다\cite{verbrugge_lisi2016} --- 골격 중심식(N9)이 전극 무관하게 산다는 직접 증거. || _sections/ch3v22_sec01_map.tex:80 :: N2 중심 & 재해석 & 이산 staging 중심 $U_j$ 부재(사실 iv) --- 유효 logistic 성분(MSMR-Si\cite{verbrugge_lisi2016}) 또는 연속 $U(x)$\cite{chevrier_dahn2009} 로 대체. $\partial U/\partial T{=}\Delta S_\rxn/F$(\S\ref{sec:center}) 관계 자체는 생존(엔트로피 계수 실측 \S\ref{sec:si-cases}). \\","insufficient || not retrieved","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-095 || SRC-EX-096","High","directness=INSUFFICIENT; transferability=UNJUSTIFIED_TRANSFER; claim_strength=OVERSTATED; evidence=https://doi.org/10.1149/2.0581602jes; original DOI and bibliographic record || directness=NOT_RETRIEVED; transferability=BOUNDED_TRANSFER; claim_strength=NOT_VERIFIED; evidence=https://doi.org/10.1149/2.0581602jes; original DOI; equation reproduced secondarily at https://link.springer.com/article/10.1007/s42154-019-00080-2","Replace 'direct proof/electrode-neutral evidence' with 'structural precedent for a single Li-Si electrode'. Derive and validate the two-host common-mu blend extension independently, including finite-rate nonadditivity. || Retrieve the original derivation, reaction definitions, fit data, and limitations before treating the exact logistic/speciation equations as tier-A evidence."
